Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 1 - Crypt 3 B	22	0	0			14	200	200	200	200	200	200	2500	1300	0	1	1	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	21	23	0	0	0	0	0	0	8	9	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	7	32	57	7	39	76	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					8	5	255	Tower Cellar Level 2	To The Tower Cellar Level 2	A1L23	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Crypt 3 C	23	0	0			15	200	200	200	200	200	200	2500	1600	0	1	1	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	22	24	0	0	0	0	0	0	8	9	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32	57	7	40	77	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					8	5	255	Tower Cellar Level 3	To The Tower Cellar Level 3	A1L24	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Crypt 3 D	24	0	0			16	200	200	200	200	200	200	2500	1900	0	1	1	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	23	25	0	0	0	0	0	0	8	9	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	7	32	57	7	41	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					8	5	255	Tower Cellar Level 4	To The Tower Cellar Level 4	A1L25	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Crypt 3 E	25	0	0			17	30	30	30	30	30	30	2500	2200	0	1	1	0	0	1	1	1	0	1	2	4	-1	-1	-1	-1	24	0	0	0	0	0	0	0	8	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32	57	7	42	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					8	5	255	Tower Cellar Level 5	To The Tower Cellar Level 5	A1L26	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Monastery	26	0	0			0	64	18	64	18	64	18	3000	1000	0	1	1	0	0	1	1	1	0	0	2	5	-1	-1	-1	-1	0	27	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	8	33	58	8	40	70	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					48	6	255	Monastery Gate	To The Monastery Gate	A1L27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Act 1 - Courtyard 1	27	0	0			0	56	40	56	40	56	40	0	-40	26	1	1	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	26	28	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	9	34	59	9	40	70	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					0	7	5	Outer Cloister	To The Outer Cloister	A1L28	14	15	0	0	0	0	0	0	7	33	0	0	0	0	0	0	1
Act 1 - Barracks	28	0	0			0	200	200	200	200	200	200	-1	-1	0	1	1	0	0	1	1	1	0	1	1	7	-1	-1	-1	-1	27	29	0	0	0	0	0	0	-1	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	9	34	59	9	40	70	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1			skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		skeleton2	bighead3	fallen2	brute2	sk_archer1	fallenshaman2	quillrat2	foulcrow2	crownest2	wraith1	goatman2	cr_archer2	cr_lancer2	corruptrogue2	skeleton3	skmage_fire1	fallen3	brute3	sk_archer2	fallenshaman3	quillrat3	skmage_ltng1	skmage_pois1	skmage_cold1		rat	chicken	bat	bunny	30	30	30	30					8	8	255	Barracks	To The Barracks	A1L29	51	3	17	0	0	0	0	0	9	35	25	0	0	0	0	0	1
Act 1 - Jail 1	29	0	0			18	200	200	200	200	200	200	3500	1000	0	1	1	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	28	30	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	10	35	60	10	41	71	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2				wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			rat	chicken	bat	bunny	30	30	30	30					8	8	6	Jail Level 1	To The Jail Level 1	A1L30	51	15	3	0	0	0	0	0	11	50	35	0	0	0	0	0	1
Act 1 - Jail 2	30	0	0			19	200	200	200	200	200	200	3500	1300	0	1	1	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	29	31	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	10	41	71	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2				wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			rat	chicken	bat	bunny	30	30	30	30					8	8	255	Jail Level 2	To The Jail Level 2	A1L31	51	15	3	0	0	0	0	0	13	50	45	0	0	0	0	0	1
Act 1 - Jail 3	31	0	0			20	200	200	200	200	200	200	3500	1600	0	1	1	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	30	32	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	10	41	71	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2				wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			rat	chicken	bat	bunny	30	30	30	30					0	8	255	Jail Level 3	To The Jail Level 3	A1L32	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0	1
Act 1 - Courtyard 2	32	0	0			0	18	20	18	20	18	20	4000	1000	0	1	1	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	10	35	60	10	41	72	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2				wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			rat	chicken	bat	bunny	30	30	30	30					0	7	7	Inner Cloister	To The Inner Cloister	A1L33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Act 1 - Cathedral	33	0	0			0	28	34	28	34	28	34	-4	-34	32	1	1	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	34	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	11	36	61	11	42	72	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2				wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			wraith2	goatman3	cr_archer3	cr_lancer3	skmage_pois1	skmage_cold1	bighead4	corruptrogue3	skmage_fire1	skmage_ltng1	zombie3	bighead2	fallen4	corruptrogue4	skmage_fire2	fallenshaman4	quillrat4	cr_archer4	cr_lancer4	sk_archer3	skmage_ltng2	skmage_pois2	skmage_cold2			rat	chicken	bat	bunny	30	30	30	30					0	9	255	Cathedral	To The Cathedral	A1L34	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0	1
Act 1 - Catacombs 1	34	0	0			21	200	200	200	200	200	200	4500	1000	0	1	1	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	42	72	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2		skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	rat	chicken	bat	bunny	30	30	30	30					60	10	255	Catacombs Level 1	To The Catacombs Level 1	A1L35	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0	1
Act 1 - Catacombs 2	35	0	0			22	200	200	200	200	200	200	4500	1300	0	1	1	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	61	11	42	73	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2		skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	rat	chicken	bat	bunny	30	30	30	30					60	10	8	Catacombs Level 2	To The Catacombs Level 2	A1L36	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0	1
Act 1 - Catacombs 3	36	0	0			23	200	200	200	200	200	200	4500	1600	0	1	1	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	62	12	43	73	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2		skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	rat	chicken	bat	bunny	30	30	30	30					60	10	255	Catacombs Level 3	To The Catacombs Level 3	A1L37	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	1
Act 1 - Catacombs 4	37	0	0			24	22	31	22	31	22	31	4500	1900	0	1	1	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	36	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	62	12	43	73	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2		skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	skmage_pois2	skmage_cold2	bighead1	goatman5	vampire5	fetish1	bonefetish1	fetishblow1	clawviper1	arach1	flyingscimitar	fetishshaman1	skmage_fire2	skmage_ltng2	fallen4	fallenshaman4	brute3	wraith2	quillrat4	corruptrogue4	cr_archer4	cr_lancer4	sk_archer3	zombie3	foulcrow2	rat	chicken	bat	bunny	30	30	30	30					60	10	255	Catacombs Level 4	To The Catacombs Level 4	A1L38	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	1
Act 1 - Tristram	38	0	0			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	6	31	56	6	39	76	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton1	zombie1	fallen1	brute1	fallenshaman1	quillrat1	zombie2	foulcrow1	goatman1	cr_archer1	cr_lancer1	crownest1	corruptrogue1														skeleton1	zombie1	fallen1	brute1	fallenshaman1	quillrat1	zombie2	foulcrow1	goatman1	cr_archer1	cr_lancer1	crownest1	corruptrogue1													skeleton1	zombie1	fallen1	brute1	fallenshaman1	quillrat1	zombie2	foulcrow1	goatman1	cr_archer1	cr_lancer1	crownest1	corruptrogue1													rat	chicken	bat	bunny	30	30	30	30					0	3	255	Tristram	To Tristram	A1L39	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	1
